Date,Amount,Category,Description,Payment Method
2024-12-20,63.75,Shopping,Bought shoes,UPI
2024-10-22,2921.98,Utilities,Mobile bill,UPI
2025-01-31,3165.86,Shopping,Mobile accessories,UPI
2025-01-22,4578.53,Shopping,Amazon order,Net Banking
2024-10-29,1321.61,Others,Pet food,UPI
2024-11-24,2280.06,Others,Random expense,Credit Card
2024-05-29,4766.1,Shopping,Amazon order,Credit Card
2025-01-18,2337.84,Utilities,Mobile bill,Debit Card
2025-01-11,3838.61,Education,Book purchase,UPI
2025-01-27,4500.59,Utilities,Gas bill,Cash
2024-12-25,1883.22,Health,Doctor visit,Credit Card
2025-02-24,4206.96,Food,Coffee at Starbucks,Debit Card
2025-03-23,3734.86,Entertainment,Game purchase,Credit Card
2025-05-09,743.65,Food,Lunch at Subway,Debit Card
2024-08-30,2826.25,Travel,Hotel stay,Credit Card
2025-02-13,2970.2,Transport,Uber ride,Net Banking
2025-04-17,2509.19,Others,Laundry,Cash
2024-08-13,3320.75,Travel,Flight booking,Debit Card
2024-12-31,1523.61,Utilities,Water bill,Credit Card
2025-04-11,2264.38,Food,Groceries from Walmart,UPI
2025-01-21,1216.74,Others,Laundry,Cash
2024-05-16,3804.48,Shopping,New clothes,Net Banking
2025-01-04,1563.42,Health,Pharmacy purchase,Cash
2025-02-27,88.64,Transport,Car maintenance,Debit Card
2024-12-26,635.59,Travel,Cab from airport,UPI
2024-07-23,672.21,Entertainment,Concert ticket,Net Banking
2025-04-24,4909.4,Food,Lunch at Subway,Credit Card
2025-03-29,1126.63,Health,Medical test,UPI
2024-10-28,3275.89,Food,Groceries from Walmart,Credit Card
2025-01-22,3284.06,Shopping,Bought shoes,Credit Card
2024-06-14,251.93,Travel,Hotel stay,UPI
2025-04-06,517.81,Entertainment,Movie ticket,Net Banking
2024-09-13,2111.71,Food,Groceries from Walmart,Net Banking
2025-03-07,1654.94,Travel,Train reservation,Credit Card
2025-03-25,2933.7,Food,Snacks from 7-Eleven,UPI
2024-10-01,1859.07,Health,Doctor visit,Credit Card
2025-03-27,1197.42,Travel,Hotel stay,Cash
2024-10-25,376.0,Food,Snacks from 7-Eleven,Cash
2025-03-02,1567.36,Shopping,Bought shoes,UPI
2024-06-21,2042.46,Entertainment,Spotify subscription,Cash
2024-12-30,1427.61,Education,Tuition fee,Net Banking
2024-10-21,1727.57,Food,Lunch at Subway,UPI
2024-10-07,1818.67,Others,Stationery,Cash
2024-12-28,2194.34,Shopping,Bought shoes,Cash
2025-02-16,978.2,Travel,Cab from airport,Net Banking
2024-08-20,2434.05,Health,Doctor visit,UPI
2025-03-05,2543.08,Food,Snacks from 7-Eleven,Debit Card
2024-12-31,2580.67,Travel,Train reservation,Debit Card
2024-11-08,4657.63,Transport,Bus fare,Debit Card
2024-09-04,4664.57,Utilities,Water bill,Cash
2024-10-04,3280.69,Health,Doctor visit,Debit Card
2024-05-22,625.57,Utilities,Electricity bill,Net Banking
2024-06-20,1355.26,Transport,Bus fare,Credit Card
2024-06-17,3336.82,Food,Lunch at Subway,Cash
2025-02-01,2861.96,Transport,Car maintenance,Net Banking
2025-04-16,529.09,Entertainment,Concert ticket,Credit Card
2024-05-17,4099.04,Entertainment,Game purchase,Net Banking
2024-06-27,2776.24,Transport,Train ticket,UPI
2024-08-27,4539.19,Food,Dinner at KFC,Debit Card
2024-05-18,3975.61,Shopping,Amazon order,Debit Card
2025-02-18,455.35,Food,Dinner at KFC,UPI
2025-04-13,479.64,Food,Lunch at Subway,Net Banking
2024-06-09,4807.18,Food,Snacks from 7-Eleven,UPI
2024-09-13,4559.61,Utilities,Mobile bill,UPI
2024-08-14,1363.09,Utilities,Mobile bill,Debit Card
2025-01-31,899.81,Shopping,Bought shoes,Debit Card
2024-05-16,1989.03,Shopping,Amazon order,Cash
2025-03-13,3550.36,Others,Charity donation,Debit Card
2025-01-07,661.15,Education,Exam registration,Net Banking
2025-01-13,4027.34,Travel,Cab from airport,Cash
2025-01-14,4256.62,Transport,Train ticket,Cash
2025-04-17,1651.92,Entertainment,Netflix subscription,Credit Card
2024-06-07,902.38,Entertainment,Concert ticket,Credit Card
2024-10-04,2989.44,Transport,Uber ride,Credit Card
2024-10-02,4398.09,Travel,Flight booking,Credit Card
2025-01-18,4460.6,Food,Dinner at KFC,UPI
2025-05-03,1207.27,Transport,Train ticket,Debit Card
2024-08-13,4787.05,Health,Gym membership,UPI
2024-05-12,3801.19,Travel,Flight booking,Cash
2024-06-10,3141.72,Entertainment,Netflix subscription,UPI
2024-05-23,3636.34,Education,Exam registration,Debit Card
2024-06-19,1259.05,Utilities,Electricity bill,Cash
2024-06-27,2390.46,Shopping,Bought shoes,UPI
2025-02-25,3713.77,Transport,Bus fare,Debit Card
2024-12-16,4568.99,Travel,Train reservation,Credit Card
2024-08-11,4640.88,Entertainment,Netflix subscription,UPI
2024-08-07,2921.29,Food,Groceries from Walmart,Net Banking
2024-07-03,2818.38,Entertainment,Netflix subscription,Debit Card
2024-07-06,2199.67,Education,Learning app subscription,Net Banking
2024-06-24,4359.97,Utilities,Electricity bill,Credit Card
2024-09-06,2526.98,Transport,Car maintenance,Credit Card
2024-09-20,2918.5,Entertainment,Concert ticket,Debit Card
2025-01-26,4882.36,Transport,Bus fare,Cash
2024-11-08,3992.73,Food,Snacks from 7-Eleven,Debit Card
2024-06-07,3873.96,Food,Groceries from Walmart,Cash
2024-11-16,3995.29,Entertainment,Netflix subscription,UPI
2024-10-08,2428.26,Health,Health insurance,Cash
2024-12-13,1998.94,Education,Book purchase,Net Banking
2024-11-19,2223.51,Transport,Uber ride,Net Banking
2024-06-19,4241.77,Shopping,Gift shopping,Debit Card
2024-08-20,1812.0,Shopping,Gift shopping,UPI
2024-05-22,3714.89,Travel,Hotel stay,Cash
2024-05-20,4585.6,Utilities,Water bill,UPI
2024-10-21,3243.82,Utilities,Electricity bill,Net Banking
2024-11-25,1412.92,Health,Doctor visit,Debit Card
2024-08-19,3657.23,Utilities,Gas bill,Credit Card
2024-08-28,1026.15,Travel,Cab from airport,Cash
2025-04-01,3097.38,Transport,Gas refill,Debit Card
2024-05-31,1928.55,Food,Snacks from 7-Eleven,Credit Card
2025-04-24,3293.04,Transport,Car maintenance,Debit Card
2024-11-20,2573.57,Others,Laundry,Debit Card
2024-12-19,585.46,Health,Medical test,Credit Card
2025-02-17,3649.72,Utilities,Water bill,UPI
2025-04-20,2529.13,Education,Learning app subscription,Credit Card
2024-07-28,517.6,Travel,Hotel stay,Net Banking
2024-11-14,4009.94,Shopping,Mobile accessories,Debit Card
2025-02-07,1863.04,Others,Laundry,Credit Card
2024-07-22,4742.48,Transport,Uber ride,Credit Card
2024-06-22,4706.38,Travel,Hotel stay,Net Banking
2024-07-19,3521.59,Health,Health insurance,Cash
2024-08-16,4275.71,Education,Online course,Credit Card
2025-04-06,3413.52,Shopping,Bought shoes,Cash
2025-04-09,335.0,Health,Health insurance,UPI
2024-06-18,4986.62,Utilities,Gas bill,UPI
2024-07-16,3494.06,Health,Doctor visit,Debit Card
2025-01-09,4633.28,Health,Pharmacy purchase,Credit Card
2025-03-06,2342.24,Education,Online course,Credit Card
2024-10-11,1173.75,Others,Pet food,Debit Card
2025-02-08,3684.44,Shopping,New clothes,Cash
2024-11-13,3242.4,Others,Stationery,UPI
2024-12-17,4789.04,Health,Gym membership,UPI
2024-07-28,1311.49,Shopping,Mobile accessories,Cash
2025-04-23,4708.0,Education,Exam registration,UPI
2024-11-13,1112.14,Shopping,Amazon order,Debit Card
2025-05-01,4841.04,Health,Pharmacy purchase,Cash
2024-08-31,1626.93,Health,Health insurance,Debit Card
2025-03-10,1232.03,Utilities,Mobile bill,UPI
2024-09-13,2955.46,Shopping,Gift shopping,UPI
2025-03-07,3495.17,Travel,Travel insurance,Cash
2024-11-01,440.8,Health,Gym membership,Debit Card
2025-02-13,2605.6,Transport,Gas refill,Credit Card
2024-10-28,1451.6,Others,Random expense,Net Banking
2025-04-05,1146.25,Shopping,Gift shopping,Cash
2025-02-23,2820.53,Others,Charity donation,Cash
2025-01-09,3937.52,Shopping,Mobile accessories,Cash
2024-07-06,3296.83,Shopping,Gift shopping,Net Banking
2024-06-17,55.96,Utilities,Electricity bill,Debit Card
2024-12-25,761.42,Shopping,Amazon order,Credit Card
2025-01-29,2730.68,Transport,Uber ride,Debit Card
2024-12-02,194.37,Utilities,Mobile bill,Cash
2024-06-18,887.56,Travel,Train reservation,Cash
2025-04-05,3267.82,Food,Dinner at KFC,Debit Card
2024-05-17,1151.02,Shopping,Mobile accessories,Debit Card
2025-04-05,3953.59,Food,Dinner at KFC,Debit Card
2024-09-17,4367.53,Education,Learning app subscription,Debit Card
2025-03-17,2164.68,Others,Laundry,Cash
2025-04-12,3413.69,Entertainment,Concert ticket,UPI
2024-12-31,1187.77,Shopping,Amazon order,Debit Card
2024-10-12,3804.6,Education,Online course,Cash
2024-07-04,1208.65,Transport,Uber ride,Credit Card
2024-08-18,4518.38,Utilities,Mobile bill,Net Banking
2024-10-09,3695.11,Others,Charity donation,Net Banking
2025-03-07,4579.42,Education,Exam registration,Net Banking
2024-09-16,2315.48,Health,Medical test,Debit Card
2025-01-16,1746.27,Others,Pet food,Debit Card
2025-04-12,4100.35,Education,Book purchase,Debit Card
2024-06-29,3680.84,Utilities,Mobile bill,Net Banking
2025-03-08,1426.18,Food,Dinner at KFC,UPI
2025-03-09,344.37,Entertainment,Concert ticket,Cash
2024-09-06,1579.38,Others,Stationery,Debit Card
2024-10-10,4686.84,Food,Lunch at Subway,UPI
2024-11-11,3696.98,Others,Random expense,Net Banking
2024-08-03,884.16,Transport,Car maintenance,UPI
2024-09-05,1260.1,Food,Coffee at Starbucks,Credit Card
2025-02-24,632.05,Others,Random expense,Debit Card
2024-09-25,4804.25,Food,Groceries from Walmart,Debit Card
2025-03-31,4268.46,Shopping,New clothes,Cash
2024-09-28,916.46,Health,Gym membership,Cash
2024-12-27,2796.61,Education,Online course,Cash
2024-08-28,1594.05,Health,Medical test,Debit Card
2024-09-12,4468.88,Entertainment,Spotify subscription,Net Banking
2024-10-01,233.29,Food,Groceries from Walmart,Credit Card
2025-04-20,3821.42,Health,Doctor visit,Cash
2025-02-08,1348.04,Food,Coffee at Starbucks,Net Banking
2024-10-29,3866.35,Education,Book purchase,Credit Card
2025-01-19,1650.08,Utilities,Mobile bill,Debit Card
2024-11-25,2418.56,Education,Tuition fee,Cash
2025-01-16,2214.42,Education,Tuition fee,Debit Card
2024-06-26,2786.05,Food,Snacks from 7-Eleven,Debit Card
2024-07-24,1509.23,Entertainment,Spotify subscription,Debit Card
2025-04-20,244.37,Travel,Flight booking,Cash
2024-07-18,3517.96,Food,Dinner at KFC,Cash
2024-11-12,4446.64,Entertainment,Netflix subscription,Net Banking
2024-10-02,1937.07,Education,Online course,UPI
2024-07-07,1691.57,Health,Doctor visit,Net Banking
2024-06-09,1984.72,Food,Snacks from 7-Eleven,Credit Card
2025-04-06,3280.61,Utilities,Electricity bill,UPI
2024-05-16,4511.79,Transport,Uber ride,Cash
2024-05-20,785.11,Health,Pharmacy purchase,Debit Card
2025-03-04,1326.52,Health,Doctor visit,Debit Card
2024-11-09,454.22,Transport,Gas refill,UPI
2025-03-08,407.72,Education,Tuition fee,UPI
2024-12-15,2492.31,Utilities,Water bill,Net Banking
2025-03-17,1216.99,Entertainment,Netflix subscription,Net Banking
2025-04-19,167.13,Food,Lunch at Subway,Net Banking
2024-08-04,577.74,Transport,Train ticket,Cash
2024-06-06,1664.73,Shopping,Mobile accessories,Cash
2024-05-15,4294.62,Utilities,Water bill,Debit Card
2024-12-06,4230.07,Utilities,Mobile bill,UPI
2025-01-15,4421.88,Transport,Gas refill,Credit Card
2025-01-27,2755.51,Food,Lunch at Subway,UPI
2025-04-25,3680.35,Education,Online course,Debit Card
2024-11-20,930.2,Utilities,Mobile bill,Debit Card
2024-11-11,4271.74,Utilities,Mobile bill,Cash
2025-01-27,1980.67,Shopping,Amazon order,Credit Card
2025-05-09,2008.25,Entertainment,Spotify subscription,Cash
2024-12-23,4588.93,Shopping,Amazon order,UPI
2024-09-07,3866.35,Utilities,Electricity bill,Cash
2024-12-28,4367.69,Transport,Gas refill,Cash
2024-07-09,1941.76,Entertainment,Spotify subscription,Credit Card
2025-03-10,2825.99,Transport,Gas refill,Cash
2024-08-29,3940.08,Utilities,Electricity bill,Net Banking
2025-04-24,4621.75,Utilities,Electricity bill,Net Banking
2025-01-19,4704.41,Travel,Flight booking,UPI
2024-11-16,3595.24,Shopping,Mobile accessories,Cash
2024-11-11,1179.69,Food,Dinner at KFC,UPI
2024-08-16,4153.83,Food,Groceries from Walmart,Cash
2024-07-16,73.2,Utilities,Mobile bill,Cash
2024-12-03,2220.01,Shopping,Amazon order,Debit Card
2024-06-26,4134.35,Health,Health insurance,Debit Card
2025-03-05,3275.51,Education,Tuition fee,Credit Card
2024-06-10,3760.85,Health,Doctor visit,UPI
2024-06-07,4081.65,Health,Medical test,Cash
2024-07-23,4291.89,Food,Snacks from 7-Eleven,UPI
2024-11-11,847.87,Education,Learning app subscription,UPI
2024-06-01,1229.87,Shopping,Amazon order,Credit Card
2024-11-11,2785.25,Entertainment,Game purchase,Cash
2025-01-25,2331.36,Education,Tuition fee,Debit Card
2025-03-26,4249.81,Travel,Cab from airport,UPI
2025-02-11,1551.29,Health,Doctor visit,UPI
2025-04-06,1044.48,Education,Exam registration,Debit Card
2025-04-28,1021.26,Shopping,New clothes,Net Banking
2025-03-18,1237.34,Others,Laundry,Debit Card
2024-06-30,1291.94,Transport,Car maintenance,Credit Card
2024-08-23,101.36,Transport,Gas refill,Cash
2024-09-18,3887.16,Health,Medical test,Cash
2025-03-12,598.99,Food,Dinner at KFC,Credit Card
2024-08-25,3017.6,Travel,Flight booking,Net Banking
2025-01-15,4787.28,Education,Learning app subscription,Credit Card
2024-06-22,1340.23,Travel,Train reservation,Net Banking
2024-12-27,3488.58,Others,Stationery,Net Banking
2024-12-11,4887.33,Shopping,New clothes,Net Banking
2025-01-27,2454.48,Health,Health insurance,UPI
2025-03-25,3654.28,Travel,Travel insurance,Debit Card
2024-07-24,479.57,Education,Exam registration,Debit Card
2024-08-27,2104.59,Entertainment,Game purchase,Credit Card
2024-12-28,879.68,Entertainment,Movie ticket,Credit Card
2025-02-22,1434.4,Others,Laundry,Credit Card
2025-03-01,3084.75,Shopping,Bought shoes,Cash
2025-01-13,944.71,Health,Pharmacy purchase,Credit Card
2024-12-15,920.67,Transport,Uber ride,UPI
2024-12-03,3192.91,Transport,Car maintenance,UPI
2025-04-02,3688.99,Travel,Train reservation,UPI
2024-06-09,4101.68,Entertainment,Netflix subscription,UPI
2025-01-10,463.32,Transport,Train ticket,Net Banking
2024-12-16,1288.5,Transport,Bus fare,UPI
2024-07-13,3859.87,Food,Lunch at Subway,Cash
2025-02-01,1533.46,Others,Charity donation,Cash
2025-02-07,4258.59,Travel,Travel insurance,Net Banking
2024-07-04,3133.73,Entertainment,Movie ticket,Credit Card
2024-07-30,1094.23,Others,Stationery,Credit Card
2024-08-05,425.59,Shopping,Gift shopping,UPI
2025-02-22,852.93,Utilities,Mobile bill,Debit Card
2024-12-16,2009.53,Utilities,Mobile bill,UPI
2025-01-25,3430.44,Food,Groceries from Walmart,Debit Card
2025-03-09,3771.43,Education,Book purchase,Debit Card
2024-10-09,3112.48,Shopping,New clothes,Net Banking
2024-10-26,867.0,Health,Medical test,Credit Card
2024-06-29,3914.81,Health,Gym membership,Net Banking
2024-07-01,1974.2,Others,Stationery,Credit Card
2024-05-23,238.28,Others,Random expense,Cash
2024-06-05,3475.61,Transport,Uber ride,Cash
2025-02-18,2492.28,Health,Pharmacy purchase,Net Banking
2024-11-21,455.87,Entertainment,Netflix subscription,UPI
2025-04-04,4008.69,Education,Tuition fee,Credit Card
2025-03-25,2515.38,Travel,Travel insurance,Debit Card
2025-01-27,1481.52,Utilities,Mobile bill,Net Banking
2024-10-06,3973.53,Others,Charity donation,Net Banking
2024-12-29,1109.16,Transport,Car maintenance,Cash
2025-02-09,4452.64,Utilities,Gas bill,Credit Card
2025-04-27,1598.44,Education,Exam registration,Credit Card
2025-03-01,4083.68,Utilities,Mobile bill,Cash
2025-04-23,114.02,Entertainment,Movie ticket,Net Banking
2024-08-16,3829.38,Others,Laundry,Net Banking
2025-03-18,2472.19,Health,Medical test,Credit Card
2024-12-25,878.74,Utilities,Internet recharge,Net Banking
2024-11-02,3257.91,Health,Health insurance,Credit Card
2024-07-16,1466.21,Travel,Hotel stay,UPI
2024-09-11,1526.5,Travel,Travel insurance,UPI
2024-05-12,3257.74,Transport,Gas refill,Cash
2025-05-05,4925.41,Travel,Train reservation,Net Banking
2024-06-26,1769.51,Transport,Uber ride,Net Banking
2024-11-26,2184.08,Travel,Travel insurance,Net Banking
2024-09-12,1724.5,Shopping,New clothes,Debit Card
2024-07-13,3949.38,Shopping,Amazon order,UPI
2025-03-17,455.01,Education,Online course,Net Banking
2024-09-25,2276.57,Shopping,New clothes,UPI
2025-04-17,1907.84,Travel,Cab from airport,UPI
2024-10-11,4520.92,Food,Groceries from Walmart,Cash
2024-10-25,709.11,Health,Pharmacy purchase,UPI
2024-09-28,371.31,Shopping,Bought shoes,Debit Card
2024-11-18,2716.62,Transport,Car maintenance,Cash
2024-06-05,1788.14,Food,Lunch at Subway,Debit Card
2024-12-28,1444.49,Entertainment,Concert ticket,Debit Card
2024-06-26,804.09,Education,Tuition fee,Cash
2025-01-14,4097.45,Education,Exam registration,Credit Card
2024-06-24,934.48,Food,Snacks from 7-Eleven,Net Banking
2024-05-29,3875.22,Entertainment,Netflix subscription,Net Banking
2024-08-02,822.39,Others,Pet food,Net Banking
2024-05-30,1129.48,Health,Medical test,UPI
2024-12-25,2149.37,Travel,Flight booking,UPI
2025-05-10,4133.92,Shopping,Mobile accessories,Cash
2025-01-31,3851.64,Transport,Bus fare,Net Banking
2024-10-02,2354.96,Others,Laundry,Cash
2025-03-17,4220.75,Others,Random expense,Cash
2025-02-23,2018.95,Shopping,Bought shoes,Credit Card
2024-10-28,574.58,Entertainment,Netflix subscription,Debit Card
2024-08-05,857.81,Transport,Gas refill,Debit Card
2025-03-25,563.55,Entertainment,Concert ticket,Net Banking
2024-12-09,4524.4,Shopping,Mobile accessories,Debit Card
2024-07-29,363.22,Transport,Gas refill,Debit Card
2025-01-25,1221.58,Others,Charity donation,Net Banking
2025-01-28,1114.88,Health,Medical test,Cash
2025-02-16,3117.54,Food,Coffee at Starbucks,Cash
2024-09-20,4628.22,Shopping,New clothes,Cash
2024-08-08,2535.62,Entertainment,Netflix subscription,Cash
2024-07-27,4126.94,Food,Lunch at Subway,Cash
2024-12-22,2178.43,Shopping,Amazon order,Debit Card
2024-08-09,2318.42,Utilities,Mobile bill,UPI
2024-09-11,1685.44,Utilities,Mobile bill,Net Banking
2025-04-17,769.58,Shopping,Amazon order,Cash
2024-07-09,224.29,Transport,Car maintenance,Cash
2024-07-13,3466.2,Utilities,Electricity bill,Net Banking
2024-10-26,1897.98,Transport,Uber ride,Net Banking
2025-02-15,2092.99,Transport,Gas refill,Cash
2024-08-30,284.12,Others,Laundry,Credit Card
2025-01-27,2863.92,Food,Groceries from Walmart,UPI
2024-12-21,2234.77,Transport,Car maintenance,Credit Card
2025-04-23,2354.01,Health,Pharmacy purchase,Credit Card
2024-08-13,4373.91,Utilities,Mobile bill,Net Banking
2024-07-27,4394.35,Food,Groceries from Walmart,Net Banking
2024-05-24,2431.58,Health,Health insurance,Cash
2025-02-23,2738.97,Food,Coffee at Starbucks,UPI
2025-04-06,3108.37,Health,Pharmacy purchase,UPI
2025-01-29,4662.51,Health,Health insurance,UPI
2025-04-12,4265.8,Travel,Flight booking,Debit Card
2024-08-11,1372.42,Transport,Uber ride,Net Banking
2024-11-15,4095.16,Health,Medical test,UPI
2024-05-31,3458.38,Others,Charity donation,Debit Card
2024-05-27,2505.46,Travel,Cab from airport,UPI
2024-08-08,1660.49,Travel,Train reservation,Net Banking
2024-08-09,3028.66,Education,Exam registration,Credit Card
2024-08-19,4631.61,Food,Lunch at Subway,Debit Card
2025-01-25,2985.46,Shopping,Bought shoes,Net Banking
2024-07-11,3211.75,Health,Gym membership,Cash
2024-12-01,1240.88,Transport,Gas refill,Credit Card
2024-11-18,4222.04,Others,Random expense,UPI
2024-11-24,412.6,Health,Pharmacy purchase,Cash
2025-04-27,1370.35,Others,Random expense,Debit Card
2025-04-28,4200.37,Travel,Train reservation,Net Banking
2025-02-28,840.48,Utilities,Internet recharge,Credit Card
2024-05-14,4593.66,Entertainment,Spotify subscription,Cash
2025-03-05,2267.13,Entertainment,Spotify subscription,Cash
2024-11-07,3971.62,Shopping,Bought shoes,Debit Card
2025-04-10,3048.26,Utilities,Gas bill,Cash
2025-01-17,4969.02,Others,Charity donation,Cash
2024-07-17,4122.85,Others,Stationery,Cash
2024-11-24,2727.6,Health,Medical test,Net Banking
2024-09-17,2041.24,Entertainment,Concert ticket,UPI
2024-09-27,2597.35,Travel,Cab from airport,Net Banking
